

OrderDate	ProductKey	CustomerKey	SalesTerritoryRegionKey	EnglishPromotionNameKey	OrderQuantity	UnitPrice	SalesAmount
"March 26, 2012"	BK-R50R-48	AW00015321	Southwest	No Discount	1	782.99	782.99
"March 27, 2012"	BK-M68S-42	AW00026317	Northwest	No Discount	1	2071.4196	2071.4196
"March 30, 2012"	BK-R89R-48	AW00013452	Southwest	Volume Discount 11 to 14	1	2443.35	2443.35
"March 30, 2012"	BK-R89B-48	AW00013461	Southwest	No Discount	1	2181.5625	2181.5625
"March 30, 2012"	BK-R50B-58	AW00015333	Southwest	No Discount	1	782.99	782.99
"March 31, 2012"	BK-R50R-62	AW00015337	Southwest	No Discount	1	782.99	782.99
"March 31, 2012"	BK-R50B-62	AW00015343	Southwest	No Discount	1	782.99	782.99
"April 1, 2012"	BK-M68S-38	AW00026485	Northwest	No Discount	1	2071.4196	2071.4196
"April 2, 2012"	BK-R64Y-48	AW00014104	Southwest	No Discount	1	1000.4375	1000.4375
"April 2, 2012"	BK-R89R-58	AW00013482	Southwest	No Discount	1	2181.5625	2181.5625
"April 3, 2012"	BK-M68S-38	AW00026330	Northwest	No Discount	1	2071.4196	2071.4196
"April 4, 2012"	BK-M68B-42	AW00026343	Northwest	No Discount	1	2049.0982	2049.0982
"April 4, 2012"	BK-M68B-38	AW00026329	Southwest	No Discount	1	2049.0982	2049.0982
"April 5, 2012"	BK-R50R-62	AW00015345	Southwest	No Discount	1	782.99	782.99
"April 5, 2012"	BK-R50B-58	AW00015346	Southwest	No Discount	1	782.99	782.99
"April 6, 2012"	BK-R64Y-38	AW00014105	Southwest	No Discount	1	1000.4375	1000.4375
"April 8, 2012"	BK-R89B-48	AW00013453	Southwest	No Discount	1	2181.5625	2181.5625
"April 10, 2012"	BK-R50B-48	AW00015348	Northwest	No Discount	1	782.99	782.99
"April 11, 2012"	BK-R64Y-40	AW00014098	Northwest	No Discount	1	1000.4375	1000.4375
"April 11, 2012"	BK-M68B-42	AW00026338	Southwest	No Discount	1	2049.0982	2049.0982
"April 11, 2012"	BK-R50R-62	AW00015364	Northwest	No Discount	1	782.99	782.99
"April 13, 2012"	BK-R89R-48	AW00013478	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"April 14, 2012"	BK-R89R-58	AW00013456	Northwest	No Discount	1	2181.5625	2181.5625
"April 14, 2012"	BK-M68B-46	AW00026490	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"April 14, 2012"	BK-R50R-60	AW00015338	Southwest	No Discount	1	782.99	782.99
"April 14, 2012"	BK-R50B-58	AW00015339	Southwest	No Discount	1	782.99	782.99
"April 15, 2012"	BK-M68B-38	AW00026328	Southwest	No Discount	1	2049.0982	2049.0982
"April 15, 2012"	BK-R50R-60	AW00015342	Southwest	No Discount	1	782.99	782.99
"April 15, 2012"	BK-R50R-58	AW00015350	Northwest	No Discount	1	782.99	782.99
"April 16, 2012"	BK-M68B-38	AW00026331	Northwest	No Discount	1	2049.0982	2049.0982
"April 16, 2012"	BK-M68S-42	AW00026342	Southwest	No Discount	1	2071.4196	2071.4196
"April 16, 2012"	BK-M68B-46	AW00026487	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"April 16, 2012"	BK-R50R-58	AW00015341	Southwest	No Discount	1	782.99	782.99
"April 17, 2012"	BK-M68S-38	AW00026339	Northwest	No Discount	1	2071.4196	2071.4196
"April 17, 2012"	BK-R50R-60	AW00015351	Northwest	No Discount	1	782.99	782.99
"April 18, 2012"	BK-R89B-44	AW00013462	Northwest	No Discount	1	2181.5625	2181.5625
"April 19, 2012"	BK-R89B-48	AW00013464	Southwest	No Discount	1	2181.5625	2181.5625
"April 19, 2012"	BK-M68S-38	AW00026481	Southwest	No Discount	1	2071.4196	2071.4196
"April 20, 2012"	BK-M68B-38	AW00026344	Southwest	No Discount	1	2049.0982	2049.0982
"April 20, 2012"	BK-R50B-58	AW00015347	Southwest	No Discount	1	782.99	782.99
"April 23, 2012"	BK-M68B-42	AW00026351	Southwest	No Discount	1	2049.0982	2049.0982
"April 24, 2012"	BK-R89B-58	AW00013468	Northwest	No Discount	1	2181.5625	2181.5625
"April 24, 2012"	BK-M68B-38	AW00026486	Southwest	No Discount	1	2049.0982	2049.0982
"April 26, 2012"	BK-R64Y-42	AW00014106	Southwest	No Discount	1	1000.4375	1000.4375
"April 28, 2012"	BK-R64Y-44	AW00014109	Southwest	No Discount	1	1000.4375	1000.4375
"April 28, 2012"	BK-R89R-48	AW00013450	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"April 28, 2012"	BK-R89B-52	AW00013477	Southwest	No Discount	1	2181.5625	2181.5625
"April 28, 2012"	BK-M68S-46	AW00026484	Southwest	No Discount	1	2071.4196	2071.4196
"April 29, 2012"	BK-R64Y-48	AW00014095	Southwest	No Discount	1	1000.4375	1000.4375
"April 29, 2012"	BK-R50R-48	AW00015349	Southwest	No Discount	1	782.99	782.99
"April 30, 2012"	BK-R89R-52	AW00013657	Northwest	No Discount	1	2443.35	2443.35
"April 30, 2012"	BK-R50R-48	AW00015398	Southwest	No Discount	1	782.99	782.99
"May 1, 2012"	BK-M68S-46	AW00026546	Southwest	No Discount	1	2071.4196	2071.4196
"May 2, 2012"	BK-M68S-46	AW00026513	Northwest	No Discount	1	2071.4196	2071.4196
"May 3, 2012"	BK-R89R-48	AW00013489	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"May 4, 2012"	BK-R64Y-40	AW00014112	Southwest	No Discount	1	1000.4375	1000.4375
"May 4, 2012"	BK-R89R-58	AW00013712	Northwest	No Discount	1	2181.5625	2181.5625
"May 5, 2012"	BK-R50R-62	AW00015388	Southwest	No Discount	1	782.99	782.99
"May 6, 2012"	BK-R64Y-48	AW00014239	Southwest	No Discount	1	1000.4375	1000.4375
"May 6, 2012"	BK-R64Y-44	AW00014115	Northwest	No Discount	1	1000.4375	1000.4375
"May 6, 2012"	BK-M68S-38	AW00026534	Southwest	No Discount	1	2071.4196	2071.4196
"May 7, 2012"	BK-M68S-38	AW00026521	Northwest	No Discount	1	2071.4196	2071.4196
"May 8, 2012"	BK-R50R-52	AW00015374	Southwest	No Discount	1	782.99	782.99
"May 9, 2012"	BK-M68B-46	AW00026491	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 10, 2012"	BK-M68S-38	AW00026536	Southwest	No Discount	1	2071.4196	2071.4196
"May 10, 2012"	BK-M68B-46	AW00026575	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 11, 2012"	BK-R89R-48	AW00013714	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"May 12, 2012"	BK-R89R-44	AW00013484	Southwest	No Discount	1	2443.35	2443.35
"May 12, 2012"	BK-M68B-46	AW00026539	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 13, 2012"	BK-R89B-52	AW00013653	Northwest	No Discount	1	2181.5625	2181.5625
"May 13, 2012"	BK-R89R-48	AW00013658	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"May 13, 2012"	BK-R89B-48	AW00013704	Northwest	No Discount	1	2181.5625	2181.5625
"May 14, 2012"	BK-M68S-42	AW00026545	Southwest	No Discount	1	2071.4196	2071.4196
"May 14, 2012"	BK-R50B-62	AW00015379	Southwest	No Discount	1	782.99	782.99
"May 15, 2012"	BK-R89R-52	AW00013705	Northwest	No Discount	1	2443.35	2443.35
"May 15, 2012"	BK-M68B-42	AW00026600	Southwest	No Discount	1	2049.0982	2049.0982
"May 16, 2012"	BK-R50R-62	AW00015371	Northwest	No Discount	1	782.99	782.99
"May 17, 2012"	BK-R89B-52	AW00013702	Southwest	No Discount	1	2181.5625	2181.5625
"May 17, 2012"	BK-M68S-38	AW00026499	Southwest	No Discount	1	2071.4196	2071.4196
"May 18, 2012"	BK-M68B-38	AW00026537	Northwest	No Discount	1	2049.0982	2049.0982
"May 18, 2012"	BK-M68S-46	AW00026601	Southwest	No Discount	1	2071.4196	2071.4196
"May 19, 2012"	BK-M68B-46	AW00026509	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 19, 2012"	BK-M68S-38	AW00026538	Southwest	No Discount	1	2071.4196	2071.4196
"May 19, 2012"	BK-R50R-58	AW00015369	Northwest	No Discount	1	782.99	782.99
"May 20, 2012"	BK-R50R-62	AW00015380	Northwest	No Discount	1	782.99	782.99
"May 21, 2012"	BK-M68S-42	AW00026511	Southwest	No Discount	1	2071.4196	2071.4196
"May 21, 2012"	BK-R50B-62	AW00015365	Southwest	No Discount	1	782.99	782.99
"May 22, 2012"	BK-R64Y-38	AW00014116	Northwest	No Discount	1	1000.4375	1000.4375
"May 22, 2012"	BK-R64Y-40	AW00014120	Southwest	No Discount	1	1000.4375	1000.4375
"May 22, 2012"	BK-M68S-42	AW00026581	Northwest	No Discount	1	2071.4196	2071.4196
"May 23, 2012"	BK-M68S-42	AW00026510	Southwest	No Discount	1	2071.4196	2071.4196
"May 23, 2012"	BK-M68B-42	AW00026530	Northwest	No Discount	1	2049.0982	2049.0982
"May 23, 2012"	BK-M68B-46	AW00026579	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 23, 2012"	BK-R50R-52	AW00015396	Northwest	No Discount	1	782.99	782.99
"May 23, 2012"	BK-R50R-58	AW00015367	Northwest	No Discount	1	782.99	782.99
"May 24, 2012"	BK-R89B-44	AW00013700	Southwest	No Discount	1	2181.5625	2181.5625
"May 24, 2012"	BK-M68B-42	AW00026520	Northwest	No Discount	1	2049.0982	2049.0982
"May 24, 2012"	BK-M68S-46	AW00026532	Southwest	No Discount	1	2071.4196	2071.4196
"May 25, 2012"	BK-R50B-62	AW00015394	Southwest	No Discount	1	782.99	782.99
"May 26, 2012"	BK-R64Y-40	AW00014117	Northwest	No Discount	1	1000.4375	1000.4375
"May 26, 2012"	BK-R64Y-42	AW00014240	Northwest	No Discount	1	1000.4375	1000.4375
"May 27, 2012"	BK-R89R-52	AW00013713	Northwest	No Discount	1	2443.35	2443.35
"May 29, 2012"	BK-R64Y-38	AW00014121	Northwest	No Discount	1	1000.4375	1000.4375
"May 29, 2012"	BK-R89B-52	AW00013487	Southwest	No Discount	1	2181.5625	2181.5625
"May 29, 2012"	BK-R89R-58	AW00013492	Southwest	No Discount	1	2181.5625	2181.5625
"May 29, 2012"	BK-M68B-46	AW00026540	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"May 29, 2012"	BK-R50R-60	AW00015389	Southwest	No Discount	1	782.99	782.99
"May 29, 2012"	BK-R50R-60	AW00015372	Northwest	No Discount	1	782.99	782.99
"May 30, 2012"	BK-R64Y-40	AW00014285	Southwest	No Discount	1	1000.4375	1000.4375
"May 30, 2012"	BK-R89B-52	AW00013730	Northwest	No Discount	1	2181.5625	2181.5625
"May 30, 2012"	BK-R50R-44	AW00015473	Southwest	No Discount	1	782.99	782.99
"May 30, 2012"	BK-M68B-38	AW00026649	Southwest	No Discount	1	2049.0982	2049.0982
"May 31, 2012"	BK-R64Y-40	AW00014288	Southwest	No Discount	1	1000.4375	1000.4375
"May 31, 2012"	BK-R89R-48	AW00013718	Northwest	Volume Discount 11 to 14	1	2443.35	2443.35
"May 31, 2012"	BK-M68S-46	AW00026634	Southwest	No Discount	1	2071.4196	2071.4196
"May 31, 2012"	BK-R50R-58	AW00015472	Northwest	No Discount	1	782.99	782.99
"June 1, 2012"	BK-R64Y-40	AW00014253	Southwest	No Discount	1	1000.4375	1000.4375
"June 1, 2012"	BK-R64Y-48	AW00014289	Southwest	No Discount	1	1000.4375	1000.4375
"June 1, 2012"	BK-R89R-58	AW00013733	Northwest	No Discount	1	2181.5625	2181.5625
"June 1, 2012"	BK-M68B-42	AW00026633	Southwest	No Discount	1	2049.0982	2049.0982
"June 1, 2012"	BK-M68S-42	AW00026619	Northwest	No Discount	1	2071.4196	2071.4196
"June 2, 2012"	BK-R64Y-48	AW00014267	Northwest	No Discount	1	1000.4375	1000.4375
"June 2, 2012"	BK-R50R-62	AW00015466	Southwest	No Discount	1	782.99	782.99
"June 3, 2012"	BK-R89B-52	AW00013735	Northwest	No Discount	1	2181.5625	2181.5625
"June 3, 2012"	BK-M68B-46	AW00026618	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 3, 2012"	BK-R50B-52	AW00015411	Southwest	No Discount	1	782.99	782.99
"June 3, 2012"	BK-R50R-44	AW00015471	Southwest	No Discount	1	782.99	782.99
"June 3, 2012"	BK-M68B-46	AW00026645	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 5, 2012"	BK-R89B-48	AW00013734	Southwest	No Discount	1	2181.5625	2181.5625
"June 5, 2012"	BK-M68S-46	AW00026626	Southwest	No Discount	1	2071.4196	2071.4196
"June 5, 2012"	BK-R50B-58	AW00015404	Southwest	No Discount	1	782.99	782.99
"June 5, 2012"	BK-R50B-58	AW00015409	Northwest	No Discount	1	782.99	782.99
"June 5, 2012"	BK-R50B-62	AW00015433	Southwest	No Discount	1	782.99	782.99
"June 5, 2012"	BK-M68S-38	AW00026641	Southwest	No Discount	1	2071.4196	2071.4196
"June 6, 2012"	BK-M68S-38	AW00026611	Southwest	No Discount	1	2071.4196	2071.4196
"June 6, 2012"	BK-M68S-38	AW00026642	Northwest	No Discount	1	2071.4196	2071.4196
"June 8, 2012"	BK-R64Y-42	AW00014272	Northwest	No Discount	1	1000.4375	1000.4375
"June 8, 2012"	BK-M68B-42	AW00026602	Southwest	No Discount	1	2049.0982	2049.0982
"June 8, 2012"	BK-M68B-46	AW00026603	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 8, 2012"	BK-M68B-42	AW00026606	Northwest	No Discount	1	2049.0982	2049.0982
"June 9, 2012"	BK-R64Y-48	AW00014255	Northwest	No Discount	1	1000.4375	1000.4375
"June 9, 2012"	BK-R89B-52	AW00013736	Southwest	No Discount	1	2181.5625	2181.5625
"June 9, 2012"	BK-M68S-42	AW00026631	Southwest	No Discount	1	2071.4196	2071.4196
"June 9, 2012"	BK-M68B-46	AW00026635	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 9, 2012"	BK-R50R-58	AW00015417	Southwest	No Discount	1	782.99	782.99
"June 9, 2012"	BK-R50B-44	AW00015427	Southwest	No Discount	1	782.99	782.99
"June 10, 2012"	BK-R64Y-42	AW00014284	Northwest	No Discount	1	1000.4375	1000.4375
"June 10, 2012"	BK-R89B-48	AW00013724	Southwest	No Discount	1	2181.5625	2181.5625
"June 10, 2012"	BK-M68S-38	AW00026617	Southwest	No Discount	1	2071.4196	2071.4196
"June 10, 2012"	BK-M68B-42	AW00026638	Northwest	No Discount	1	2049.0982	2049.0982
"June 11, 2012"	BK-R64Y-44	AW00014256	Northwest	No Discount	1	1000.4375	1000.4375
"June 11, 2012"	BK-M68B-42	AW00026676	Southwest	No Discount	1	2049.0982	2049.0982
"June 12, 2012"	BK-R64Y-38	AW00014242	Northwest	No Discount	1	1000.4375	1000.4375
"June 12, 2012"	BK-R89R-52	AW00013716	Southwest	No Discount	1	2443.35	2443.35
"June 12, 2012"	BK-M68B-46	AW00026622	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 12, 2012"	BK-R50R-62	AW00015399	Southwest	No Discount	1	782.99	782.99
"June 12, 2012"	BK-M68B-42	AW00026684	Southwest	No Discount	1	2049.0982	2049.0982
"June 13, 2012"	BK-M68B-38	AW00026604	Southwest	No Discount	1	2049.0982	2049.0982
"June 14, 2012"	BK-R89B-52	AW00013726	Southwest	No Discount	1	2181.5625	2181.5625
"June 14, 2012"	BK-R50R-48	AW00015419	Northwest	No Discount	1	782.99	782.99
"June 14, 2012"	BK-R50R-58	AW00015422	Northwest	No Discount	1	782.99	782.99
"June 15, 2012"	BK-R89B-58	AW00013741	Southwest	No Discount	1	2181.5625	2181.5625
"June 15, 2012"	BK-M68S-38	AW00026632	Northwest	No Discount	1	2071.4196	2071.4196
"June 15, 2012"	BK-R50B-52	AW00015428	Southwest	No Discount	1	782.99	782.99
"June 16, 2012"	BK-M68B-46	AW00026614	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 16, 2012"	BK-M68S-38	AW00026650	Southwest	No Discount	1	2071.4196	2071.4196
"June 17, 2012"	BK-M68S-42	AW00026609	Northwest	No Discount	1	2071.4196	2071.4196
"June 17, 2012"	BK-M68B-38	AW00026616	Northwest	No Discount	1	2049.0982	2049.0982
"June 17, 2012"	BK-M68B-38	AW00026644	Northwest	No Discount	1	2049.0982	2049.0982
"June 17, 2012"	BK-M68S-46	AW00026646	Southwest	No Discount	1	2071.4196	2071.4196
"June 18, 2012"	BK-R89B-44	AW00013721	Northwest	No Discount	1	2181.5625	2181.5625
"June 18, 2012"	BK-R89R-58	AW00013725	Southwest	No Discount	1	2181.5625	2181.5625
"June 20, 2012"	BK-M68B-38	AW00026623	Northwest	No Discount	1	2049.0982	2049.0982
"June 20, 2012"	BK-R50R-62	AW00015429	Southwest	No Discount	1	782.99	782.99
"June 20, 2012"	BK-R50B-62	AW00015474	Southwest	No Discount	1	782.99	782.99
"June 20, 2012"	BK-R50B-60	AW00015475	Southwest	No Discount	1	782.99	782.99
"June 20, 2012"	BK-M68S-46	AW00026681	Southwest	No Discount	1	2071.4196	2071.4196
"June 21, 2012"	BK-R64Y-44	AW00014270	Southwest	No Discount	1	1000.4375	1000.4375
"June 21, 2012"	BK-R64Y-44	AW00014283	Northwest	No Discount	1	1000.4375	1000.4375
"June 21, 2012"	BK-R89R-52	AW00013722	Northwest	No Discount	1	2443.35	2443.35
"June 21, 2012"	BK-M68S-42	AW00026625	Northwest	No Discount	1	2071.4196	2071.4196
"June 21, 2012"	BK-M68S-42	AW00026610	Southwest	No Discount	1	2071.4196	2071.4196
"June 21, 2012"	BK-R50B-44	AW00015432	Southwest	No Discount	1	782.99	782.99
"June 22, 2012"	BK-M68S-46	AW00026607	Southwest	No Discount	1	2071.4196	2071.4196
"June 22, 2012"	BK-R50B-58	AW00015467	Southwest	No Discount	1	782.99	782.99
"June 23, 2012"	BK-R89B-52	AW00013715	Southwest	No Discount	1	2181.5625	2181.5625
"June 24, 2012"	BK-R89R-52	AW00013729	Northwest	No Discount	1	2443.35	2443.35
"June 24, 2012"	BK-M68B-46	AW00026627	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 24, 2012"	BK-M68S-38	AW00026608	Southwest	No Discount	1	2071.4196	2071.4196
"June 25, 2012"	BK-R89R-48	AW00013728	Southwest	Volume Discount 11 to 14	1	2443.35	2443.35
"June 26, 2012"	BK-M68B-46	AW00026624	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 26, 2012"	BK-M68B-46	AW00026647	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"June 27, 2012"	BK-R64Y-38	AW00014268	Southwest	No Discount	1	1000.4375	1000.4375
"June 27, 2012"	BK-R50R-44	AW00015410	Southwest	No Discount	1	782.99	782.99
"June 30, 2012"	BK-R64Y-42	AW00014335	Northwest	No Discount	1	1000.4375	1000.4375
"June 30, 2012"	BK-M68S-38	AW00026708	Southwest	No Discount	1	2071.4196	2071.4196
"June 30, 2012"	BK-R50B-52	AW00015491	Southeast	No Discount	1	782.99	782.99
"June 30, 2012"	BK-R50R-44	AW00015493	Northwest	No Discount	1	782.99	782.99
"July 1, 2012"	BK-R50B-60	AW00015517	Southwest	No Discount	1	782.99	782.99
"July 2, 2012"	BK-R50B-58	AW00015497	Southwest	No Discount	1	782.99	782.99
"July 3, 2012"	BK-M68B-42	AW00026729	Northwest	No Discount	1	2049.0982	2049.0982
"July 4, 2012"	BK-M68S-38	AW00026695	Southwest	No Discount	1	2071.4196	2071.4196
"July 6, 2012"	BK-R50R-62	AW00015489	Northwest	No Discount	1	782.99	782.99
"July 6, 2012"	BK-R50B-44	AW00015492	Northwest	No Discount	1	782.99	782.99
"July 6, 2012"	BK-R64Y-40	AW00014336	Northwest	No Discount	1	1000.4375	1000.4375
"July 7, 2012"	BK-M68S-42	AW00026717	Northwest	No Discount	1	2071.4196	2071.4196
"July 7, 2012"	BK-R50R-62	AW00015503	Northwest	No Discount	1	782.99	782.99
"July 7, 2012"	BK-R50B-62	AW00015520	Southwest	No Discount	1	782.99	782.99
"July 8, 2012"	BK-R89B-48	AW00013849	Northwest	No Discount	1	2181.5625	2181.5625
"July 8, 2012"	BK-M68S-38	AW00026786	Southwest	No Discount	1	2071.4196	2071.4196
"July 8, 2012"	BK-M68S-38	AW00026805	Southwest	No Discount	1	2071.4196	2071.4196
"July 8, 2012"	BK-M68S-38	AW00026718	Southwest	No Discount	1	2071.4196	2071.4196
"July 9, 2012"	BK-R50B-60	AW00015483	Southwest	No Discount	1	782.99	782.99
"July 9, 2012"	BK-R50R-60	AW00015499	Northwest	No Discount	1	782.99	782.99
"July 10, 2012"	BK-R89R-44	AW00013746	Southwest	No Discount	1	2443.35	2443.35
"July 10, 2012"	BK-M68B-46	AW00026801	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 11, 2012"	BK-M68S-46	AW00026811	Southwest	No Discount	1	2071.4196	2071.4196
"July 11, 2012"	BK-R50R-48	AW00015482	Southwest	No Discount	1	782.99	782.99
"July 11, 2012"	BK-M68B-46	AW00026711	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 12, 2012"	BK-R89B-44	AW00013856	Southwest	No Discount	1	2181.5625	2181.5625
"July 12, 2012"	BK-M68B-38	AW00026734	Northwest	No Discount	1	2049.0982	2049.0982
"July 13, 2012"	BK-M68B-46	AW00026814	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 13, 2012"	BK-M68S-46	AW00026705	Southwest	No Discount	1	2071.4196	2071.4196
"July 13, 2012"	BK-M68B-46	AW00026727	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 14, 2012"	BK-M68S-46	AW00026735	Northwest	No Discount	1	2071.4196	2071.4196
"July 14, 2012"	BK-R50B-60	AW00015481	Southwest	No Discount	1	782.99	782.99
"July 15, 2012"	BK-R64Y-40	AW00014298	Southwest	No Discount	1	1000.4375	1000.4375
"July 15, 2012"	BK-R50R-62	AW00015480	Southwest	No Discount	1	782.99	782.99
"July 15, 2012"	BK-M68B-46	AW00026703	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 15, 2012"	BK-R50B-58	AW00015502	Northwest	No Discount	1	782.99	782.99
"July 16, 2012"	BK-R64Y-42	AW00014297	Southwest	No Discount	1	1000.4375	1000.4375
"July 16, 2012"	BK-M68B-46	AW00026694	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 16, 2012"	BK-M68S-42	AW00026710	Southwest	No Discount	1	2071.4196	2071.4196
"July 16, 2012"	BK-R50R-52	AW00015518	Southwest	No Discount	1	782.99	782.99
"July 17, 2012"	BK-M68B-46	AW00026728	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 18, 2012"	BK-M68B-38	AW00026725	Northwest	No Discount	1	2049.0982	2049.0982
"July 19, 2012"	BK-M68B-46	AW00026724	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 20, 2012"	BK-M68S-42	AW00026726	Northwest	No Discount	1	2071.4196	2071.4196
"July 21, 2012"	BK-R64Y-44	AW00014292	Southwest	No Discount	1	1000.4375	1000.4375
"July 21, 2012"	BK-R89R-58	AW00013742	Northwest	No Discount	1	2181.5625	2181.5625
"July 22, 2012"	BK-R64Y-44	AW00014290	Northwest	No Discount	1	1000.4375	1000.4375
"July 22, 2012"	BK-R89B-48	AW00013855	Southwest	No Discount	1	2181.5625	2181.5625
"July 22, 2012"	BK-R50R-60	AW00015484	Southwest	No Discount	1	782.99	782.99
"July 22, 2012"	BK-R50B-58	AW00015500	Southwest	No Discount	1	782.99	782.99
"July 23, 2012"	BK-R89B-58	AW00013862	Southwest	No Discount	1	2181.5625	2181.5625
"July 23, 2012"	BK-R50R-62	AW00015506	Southwest	No Discount	1	782.99	782.99
"July 24, 2012"	BK-R64Y-44	AW00014334	Northwest	No Discount	1	1000.4375	1000.4375
"July 24, 2012"	BK-R89R-48	AW00013854	Southwest	Volume Discount 11 to 14	1	2443.35	2443.35
"July 25, 2012"	BK-M68B-46	AW00026723	Southwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"July 26, 2012"	BK-M68B-38	AW00026698	Southwest	No Discount	1	2049.0982	2049.0982
"July 27, 2012"	BK-R89R-52	AW00013745	Northwest	No Discount	1	2443.35	2443.35
"July 28, 2012"	BK-R89R-58	AW00013744	Northwest	No Discount	1	2181.5625	2181.5625
"July 29, 2012"	BK-R50R-62	AW00015501	Southwest	No Discount	1	782.99	782.99
"July 30, 2012"	BK-R89B-48	AW00013747	Northwest	No Discount	1	2181.5625	2181.5625
"July 30, 2012"	BK-M68B-42	AW00026731	Southwest	No Discount	1	2049.0982	2049.0982
"July 31, 2012"	BK-R89B-48	AW00013865	Southwest	No Discount	1	2181.5625	2181.5625
"July 31, 2012"	BK-R89R-44	AW00013885	Northwest	No Discount	1	2443.35	2443.35
"July 31, 2012"	BK-M68S-46	AW00027054	Southwest	No Discount	1	2071.4196	2071.4196
"July 31, 2012"	BK-M68S-42	AW00027064	Northwest	No Discount	1	2071.4196	2071.4196
"July 31, 2012"	BK-R64Y-44	AW00014342	Northwest	No Discount	1	1000.4375	1000.4375
"July 31, 2012"	BK-R64Y-38	AW00014365	Southwest	No Discount	1	1000.4375	1000.4375
"August 1, 2012"	BK-M68B-38	AW00026815	Northwest	No Discount	1	2049.0982	2049.0982
"August 1, 2012"	BK-R50B-48	AW00015525	Southwest	No Discount	1	782.99	782.99
"August 3, 2012"	BK-M68S-42	AW00027020	Southwest	No Discount	1	2071.4196	2071.4196
"August 3, 2012"	BK-R64Y-44	AW00014337	Northwest	No Discount	1	1000.4375	1000.4375
"August 3, 2012"	BK-R50R-62	AW00015521	Southwest	No Discount	1	782.99	782.99
"August 4, 2012"	BK-M68S-38	AW00027078	Southwest	No Discount	1	2071.4196	2071.4196
"August 4, 2012"	BK-M68B-42	AW00027017	Northwest	No Discount	1	2049.0982	2049.0982
"August 4, 2012"	BK-M68B-38	AW00027073	Northwest	No Discount	1	2049.0982	2049.0982
"August 5, 2012"	BK-R89R-48	AW00013873	Southwest	Volume Discount 11 to 14	1	2443.35	2443.35
"August 5, 2012"	BK-M68B-46	AW00027058	Northwest	Volume Discount 11 to 14	1	2049.0982	2049.0982
"August 5, 2012"	BK-R50R-58	AW00015529	Northwest	No Discount	1	782.99	782.99
"August 5, 2012"	BK-R50R-62	AW00015531	Northwest	No Discount	1	782.99	782.99
"August 5, 2012"	BK-R50R-48	AW00015534	Northwest	No Discount	1	782.99	782.99
"August 5, 2012"	BK-R50R-58	AW00015537	Southwest	No Discount	1	782.99	782.99
"August 6, 2012"	BK-M68B-38	AW00027074	Northwest	No Discount	1	2049.0982	2049.0982
"August 7, 2012"	BK-R89B-52	AW00013871	Southwest	No Discount	1	2181.5625	2181.5625
"August 7, 2012"	BK-R50R-44	AW00015523	Northwest	No Discount	1	782.99	782.99
"August 8, 2012"	BK-M68S-46	AW00027056	Southwest	No Discount	1	2071.4196	2071.4196
"August 9, 2012"	BK-R89B-44	AW00013884	Northwest	No Discount	1	2181.5625	2181.5625
"August 11, 2012"	BK-M68S-46	AW00027077	Southwest	No Discount	1	2071.4196	2071.4196
"August 11, 2012"	BK-M68S-38	AW00027050	Northwest	No Discount	1	2071.4196	2071.4196
"August 12, 2012"	BK-R89R-44	AW00013882	Southwest	No Discount	1	2443.35	2443.35
"August 12, 2012"	BK-R64Y-40	AW00014362	Northwest	No Discount	1	1000.4375	1000.4375
